framenr,kanji,keyword,public,last_edited,story
1243,康,"sane",1,2016-06-22 15:31:55,"Batman as a Pastafarian, wearing a colander (sieve) on his head in his Bat-cave. What, you want to tell Batman that he's insane? Be my guest ...
Anyway, rake + rice-grains does suggest sieving/winnowing quite easily."
1244,逮,"apprehend",1,2016-06-30 10:13:56,"Kanji has both meanings: apprehend and chase. I think that chase gives a better reason why we have the roadway, but I'll just file that away for now.
You hear of people ""combing"" an area to apprehend a suspect, but I guess that the Japanese would rather ""sieve"" the area.
I confuse this with ""intercept"" all the time. The kanji for sieve kind of looks like a Segway, so with that as a clue, I'll say that it's easier to apprehend someone if they're trying to get away on one."
1245,伊,"Italy",1,2016-06-22 19:45:09,"No jobs in Italy, apparently. Everyone just gets a mop and has to keep all those Roman ruins clean for the tourists. Imagine a person goofing around and putting the mop on his head, pretending he's in the Beatles."
1246,君,"old boy",1,2016-06-22 19:47:33,"きみ
mop over mouth. Imagine in the 60s/70s when long hair came into fashion and all the ""old boys"" (more like ""young men"", but whatever; keyword is what it is) had hairstyles like mops that covered everything above their mouths."
1247,群,"flock",1,2016-06-22 19:48:27,"きみ beside sheep
With their mop-tops, the ""old boys"" blended seamlessly into the flock of sheep."
1248,耐,"-proof",1,2016-06-27 21:12:30,"comb-glue
Get tangle-proof (ie, won't mat/stick together) hair with our very finest ivory combs! (The fact that elephants aren't extinction-proof and probably won't stick around much longer is beside the point)"
1249,需,"demand",1,2016-06-22 19:53:24,"Supply of rain outpaces the demands of a comb (which doesn't partake greatly of the available water, compared, say, to a bucket), apparently."
1250,儒,"Confucian",1,2016-06-22 19:56:02,"Confucius say ""wise man no try catch rain with comb"" (nor play leapfrog with unicorn, but that's a different story, kanji #11493)"
1251,端,"edge",1,2016-06-22 19:58:02,"If you stand a comb up on its bottom edge, it looks like a mountain! (think axial reflection in line between mountain and comb)"
1252,両,"both",1,2016-06-22 20:06:42,"Reminds me of the classic Greek figure/figure design (Greek Key/Meander), especially the version where T shapes interlock from both sides. We see something similar here with the kanji for ""mountain"" appearing inside and also appearing rotated 180 degrees above it.
In Greece, this was often used to decorate ceilings, so start drawing this kanji from there."
1253,満,"full",1,2016-06-22 20:12:33,"I think of fullness of expression, understanding, or whatever.
You can define a plant as ""needing water"" (a purely physical interpretation) or ""producing flowers"" (an emotional or metaphorical one) but the fullest explanation/understanding needs to incorporate both."
1254,画,"brush-stroke",1,2016-06-22 20:16:47,"Similar to the story for ""full"". There is the physical aspect of the ink ""shooting up"" onto the canvas, but there's also this empty space giving rise to the act itself, giving the idea of a ""pregnant void"" and the spontaneous nature of the stroke itself.
A lovely kanji."
1255,歯,"tooth",1,2016-06-22 20:19:52,"Think of a pair of molars. The top one ""stomps down"" (think ""footprint"") onto the rice cupped in the bottom one (think of it as zooming in on the middle three strokes of ""concave"" rather than Heisig's suggestion of ""shovel"")."
1256,曲,"bend",1,2016-06-22 20:21:41,"Bending a note on a guitar by stretching them out of place on the fretboard (thus changing the tension, and hence the pitch)"
1257,曹,"cadet",1,2016-06-22 20:26:37,"Think of a cadet school, where camaraderie is built up by a communal ""bending together"" to their tasks over the days. The one at the top indicates their unity of spirit and fellow-feeling for each other. 
The kanji also has meaning of comrade, fellow as well as office/official, so I'm using ""camaraderie"" as a useful interpretation in the kanji that follow."
1258,遭,"encounter",1,2016-06-22 20:27:17,"Cadets have an encounter on the roadway. It's a feeling of meeting a fellow-traveller."
1259,漕,"rowing",1,2016-06-22 20:27:57,"Skulling team. Cadets all lined up with water splashing by their sides."
1260,槽,"vat",1,2016-06-22 20:30:35,"In the same way that cadets are taught to pull together (being in it for the team instead of their own selfish ends) and mature, vats are used to mature wines and spirits so that harsh notes are eliminated and more well-rounded character develops.
Raw material of vats is wood, obviously."
1261,斗,"Big Dipper",1,2016-06-22 20:32:17,"Interesting that the first two strokes are the dots. Dots in a clear white page. Stars in reverse. One line obviously points north, the other indicates our bearing in relation to it.
Of course, ursa major looks like a dipper, so measuring cup (or scoop) is apt."
1262,料,"fee",1,2016-06-22 20:39:11,"Also ""materials"" as in 材料 (ingredients/materials). Imagine paying labourers at least part of their fee in cups of rice. Or maybe the farmer charges them a fee for meals! (Holiday in Cambodia: ""you'll work harder with a gun in your back for a bowl of rice a day"")
Also, think of interpretation of strokes in Big Dipper as representing a kind of ""reckoning"". In navigation, the meaning is obvious, but also here the amount of the fee is reckoned by what's fair/what the fee-setter thinks he can get away with."
1263,科,"department",1,2016-06-22 20:40:51,"Imagine laureates resting on their laurels (imagine wheat in this role) and everyone in the department measured up on this basis (with a big measuring scoop because they're obviously such a big deal)"
1264,図,"map",1,2016-06-22 20:42:32,"pent-in big dipper. Every map has an embedded idea of north and provides a means of reckoning how to get from A to B.
Nice balance in this kanji, how all strokes of Big Dipper move/bend to fit in so it doesn't end up looking cramped."
1265,用,"utilize",1,2016-06-22 20:46:46,"I'm not sure if this is really ""meat"". Nonetheless, remember that this is the kanji that they utilise in the 常用 of Jouyou (daily use) kanji (what we're learning now)."
1266,庸,"comfortable",1,2016-06-22 20:50:37,"Forget ""screwdriver"" here. Batman was becoming more and more comfortable in his Zen garden, raking out pictures of all the Jouyou kanji.
Or if you want, consider this a ""man-cave"", where a man goes to get away from his nagging wife, comfortable amid his gardening and general tools (rake and screwdriver), even though he's probably not very good at using them..."
1267,備,"equip",1,2016-06-22 20:51:50,"What would McGyver do in this situation. Hmmm... flowers up on top of the cliff and me equipped with only a screwdriver .... I'm sure he'd think of something awesome."
1268,昔,"once upon a time",1,2016-06-23 13:42:35,"salad days/mukashi"
1269,錯,"confused",1,2016-06-23 13:42:50,"Once upon a time when metal monsters roamed the Earth. Wait! I'm confused!"
1270,借,"borrow",1,2016-06-22 21:44:15,"Alpha Desperation March, by The Mountain Goats.

person + mukashi. When you borrow, you soon forget who gave you the money."
1271,惜,"pity",1,2016-06-22 21:47:51,"Probably ""saudade"" (a Portuguese/Brazilian word) is more fitting, at least from the primitive decomposition of state of mind + mukashi."
1272,措,"set aside",1,2016-06-23 13:45:24,"Think of the start of The Princess Bride. Both Savage and Falk set aside the mukashi story (Savage because there might be kissing and stuff, and Falk because he is basically engaging in reverse psychology). It shouldn't be hard to remember fingers here.
Anyway, stuff that's set aside is easily forgotten about once it leaves your fingers (think lost keys or whatever)"
1273,散,"scatter",1,2016-06-23 13:46:26,"I think of a master chef (the taskmaster) making his signature salad dish with bits of meat and salad expertly scattered on the plate to make it look interesting."
1274,廿,"twenty",1,2016-06-23 13:46:56,"Either 1 stroke more than ten or 1 less than 30."
1275,庶,"commoner",1,2016-06-23 13:47:40,"Commoners have to collect bat guano from the caverns to use as fuel. Imagine them stinking from the job."
1276,遮,"intercept",1,2016-06-30 10:51:57,"The Green Police set out in their green interceptors to intercept the commoners on the road because all the bat guano they're burning is pumping out CO2, but also just because it stinks."
1277,席,"seat",1,2016-06-23 13:48:53,"If you go to the caverns to collect bat-guano, be sure to bring a towel to use as a seat."
1278,度,"degrees",1,2016-06-23 13:51:37,"Think of all the ammonia in the caverns where the commoners collect the bat-guano. There are different degrees, with the deeper caverns being pretty much fatal. Of course, your crotch is another place where the smell of ammonia can emanate from, if you don't wash regularly, something that commoners don't do to the same degree as richer people."
1279,渡,"transit",1,2016-06-23 13:53:59,"Think of a barge transiting a canal to get from one place to another. With water + degree, you get the idea of Plimsoll line which marks the degree to which the boat is laden down. Since the canal isn't very deep, a barge could be loaded down to such a degree it could get stuck, so it won't be allowed to transit."
